acc_full_T,accuracy,aurc,avg_slices,bound_satisfied,dataset,delta_hat,ece,energy_fixed_order_pj,energy_pj,energy_ratio,exit_rate,experiment,final_distinct,revisit_rate,risk_bound_thm1,risk_exited,seed,slice_utilization,ssp_overhead_frac,ssp_params,theta,variant
0.8791667222976685,0.9541667103767395,0.025911375880241394,6.654167175292969,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,669.189896484375,0.42585872060103386,0.8708333969116211,A5_policy,16.0,0.0,0.4375,0.014354066985645933,0,0.41588544845581055,0.0234192037470726,8576,0.5,ssp
0.8791667222976685,0.8791667222976685,0.025911375880241394,12.266667366027832,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,1233.6224276660155,0.7850520031915293,0.4750000238418579,A5_policy,16.0,0.0,0.26250000000000007,0.0,0,0.7666667103767395,0.023419203747072605,8576,0.7,ssp
0.8791667222976685,0.8791667222976685,0.025911375880241394,16.0,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,1609.0726399999999,1.023980815347722,0.0,A5_policy,16.0,0.0,0.08749999999999998,0.0,0,1.0,0.0234192037470726,8576,0.9,ssp
0.8875000476837158,0.9375000596046448,0.0133164431899786,8.354166984558105,True,synthetic,0.018586328253149986,0.2679746019900912,1571.38944,840.1538453027342,0.5346566700249267,0.7625000476837158,A5_policy,16.0,0.0,0.4375,0.02185792349726776,0,0.5221354365348816,0.0234192037470726,8576,0.5,random
0.8875000476837158,0.8916667103767395,0.0133164431899786,14.7958345413208,True,synthetic,0.018586328253149986,0.2679746019900912,1571.38944,1487.9732841503906,0.9469156698357287,0.16250000894069672,A5_policy,16.0,0.0,0.26250000000000007,0.0,0,0.92473965883255,0.0234192037470726,8576,0.7,random
0.8875000476837158,0.8875000476837158,0.0133164431899786,16.0,True,synthetic,0.018586328253149986,0.2679746019900912,1571.38944,1609.0726399999999,1.023980815347722,0.0,A5_policy,16.0,0.0,0.08749999999999998,0.0,0,1.0,0.0234192037470726,8576,0.9,random
0.8916667103767395,0.9250000715255737,0.015269322320818901,7.850000381469727,True,synthetic,0.019168348982930183,0.25351040309043515,1571.38944,789.4513023632812,0.5023906119435811,0.8041667342185974,A5_policy,16.0,0.0,0.4375,0.03626943005181347,0,0.4906250238418579,0.0234192037470726,8576,0.5,fixed
0.8916667103767395,0.8916667103767395,0.015269322320818901,13.704167366027832,True,synthetic,0.019168348982930183,0.25351040309043515,1571.38944,1378.1875476660155,0.8770502795704262,0.32083335518836975,A5_policy,16.0,0.0,0.26250000000000007,0.0,0,0.8565104603767395,0.0234192037470726,8576,0.7,fixed
0.8916667103767395,0.8916667103767395,0.015269322320818901,16.0,True,synthetic,0.019168348982930183,0.25351040309043515,1571.38944,1609.0726399999999,1.023980815347722,0.0,A5_policy,16.0,0.0,0.08749999999999998,0.0,0,1.0,0.0234192037470726,8576,0.9,fixed
0.9333333969116211,0.98333340883255,0.0056175971403717995,7.075000286102295,True,synthetic,0.019222259521484375,0.289699909782825,1571.38944,711.5118367724608,0.4527915350967745,0.8333333730697632,A5_policy,16.0,0.0,0.4375,0.005,0,0.44218751788139343,0.0234192037470726,8640,0.5,geometry_only
0.9333333969116211,0.9333333969116211,0.0056175971403717995,13.375000953674316,True,synthetic,0.019222259521484375,0.289699909782825,1571.38944,1345.0842559082027,0.8559840238637487,0.31666669249534607,A5_policy,16.0,0.0,0.26250000000000007,0.0,0,0.8359375596046448,0.023419203747072605,8640,0.7,geometry_only
0.9333333969116211,0.9333333969116211,0.0056175971403717995,16.0,True,synthetic,0.019222259521484375,0.289699909782825,1571.38944,1609.0726399999999,1.023980815347722,0.0,A5_policy,16.0,0.0,0.08749999999999998,0.0,0,1.0,0.0234192037470726,8640,0.9,geometry_only
