acc_full_T,accuracy,aurc,avg_slices,bound_satisfied,dataset,delta_hat,ece,energy_fixed_order_pj,energy_pj,energy_ratio,exit_rate,experiment,final_distinct,revisit_rate,risk_bound_thm1,risk_exited,seed,slice_utilization,ssp_overhead_frac,ssp_params,theta,variant
0.8791667222976685,0.9458333849906921,0.025911375880241394,3.195833444595337,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,321.395509855957,0.2045295085195157,0.9875000715255737,A1_theta,16.0,0.0,0.6124999999999999,0.05485232067510549,0,0.19973959028720856,0.0234192037470726,8576,0.3,baseline
0.8791667222976685,0.9750000238418579,0.025911375880241394,4.537500381469727,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,456.3229823632812,0.2903945837661231,0.9625000357627869,A1_theta,16.0,0.0,0.525,0.021645021645021644,0,0.2835937738418579,0.0234192037470726,8576,0.4,baseline
0.8791667222976685,0.9541667103767395,0.025911375880241394,6.654167175292969,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,669.189896484375,0.42585872060103386,0.8708333969116211,A1_theta,16.0,0.0,0.4375,0.014354066985645933,0,0.41588544845581055,0.0234192037470726,8576,0.5,baseline
0.8791667222976685,0.8958333730697632,0.025911375880241394,9.454167366027832,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,950.7776276660155,0.6050553754936877,0.6708333492279053,A1_theta,16.0,0.0,0.35000000000000003,0.012422360248447204,0,0.5908854603767395,0.0234192037470726,8576,0.6,baseline
0.8791667222976685,0.8833333849906921,0.025911375880241394,10.850000381469727,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,1091.1524223632812,0.694387014821279,0.5625,A1_theta,16.0,0.0,0.30624999999999997,0.0,0,0.6781250238418579,0.0234192037470726,8576,0.65,baseline
0.8791667222976685,0.8791667222976685,0.025911375880241394,12.266667366027832,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,1233.6224276660155,0.7850520031915293,0.4750000238418579,A1_theta,16.0,0.0,0.26250000000000007,0.0,0,0.7666667103767395,0.023419203747072605,8576,0.7,baseline
0.8791667222976685,0.8791667222976685,0.025911375880241394,14.120834350585938,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,1420.0905129687499,0.9037164669814441,0.2875000238418579,A1_theta,16.0,0.0,0.21875,0.0,0,0.8825521469116211,0.023419203747072605,8576,0.75,baseline
0.8791667222976685,0.8791667222976685,0.025911375880241394,15.445834159851074,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,1553.3418217871092,0.9885148660456248,0.07916667312383652,A1_theta,16.0,0.0,0.17499999999999996,0.0,0,0.9653646349906921,0.0234192037470726,8576,0.8,baseline
0.8791667222976685,0.8791667222976685,0.025911375880241394,15.970833778381348,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,1606.1394794238279,1.0221142121356168,0.004166666883975267,A1_theta,16.0,0.0,0.13125000000000003,0.0,0,0.9981771111488342,0.0234192037470726,8576,0.85,baseline
0.8791667222976685,0.8791667222976685,0.025911375880241394,16.0,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,1609.0726399999999,1.023980815347722,0.0,A1_theta,16.0,0.0,0.08749999999999998,0.0,0,1.0,0.0234192037470726,8576,0.9,baseline
0.8791667222976685,0.8791667222976685,0.025911375880241394,16.0,True,synthetic,0.01890513487160206,0.23483032341474186,1571.38944,1609.0726399999999,1.023980815347722,0.0,A1_theta,16.0,0.0,0.04375000000000004,0.0,0,1.0,0.0234192037470726,8576,0.95,baseline
